title,abstract
"Trauma-Related Psychopathology in Iraqi Refugee Youth Resettled in the United States, and Comparison With an Ethnically Similar Refugee Sample: A Cross-Sectional Study","Background: Conflict in Iraq has displaced millions of refugee youth. Warzone exposure and forced migration have unique acute and chronic impacts on youth, yet effects of exposure may not be universal across diverse refugee groups. Understanding how youth from various refugee groups are differentially affected by stress and trauma is critical to allocate resources and implement screening measures with the goal of providing early intervention."
A Longitudinal Study of Relationships between Identity Continuity and Anxiety Following Brain Injury,"Objective: Anxiety is of particular importance following acquired brain injury (ABI), because anxiety has been identified as a significant predictor of functional outcomes. Continuity of self has been linked to post ABI adjustment and research has linked self-discrepancy to anxiety. This longitudinal study investigates the impact of affiliative and ‘self as doer’ self-categorisations anxiety."
"Depression, Anxiety, and Stress Among Healthcare Workers During the COVID-19 Outbreak and Relationships With Expressive Flexibility and Context Sensitivity","This study aimed at investigating depression, anxiety, and stress symptoms among healthcare workers and examine the role of expressive flexibility and context sensitivity as key components of resilience in understanding reported symptoms. We hypothesized a significant and different contribution of resilience components in explaining depression, anxiety, and stress. A total sample of 218 Italian healthcare workers participated in this study through an online survey during the lockdown, consequently to the COVID-19. The Depression Anxiety Stress Scales-21 (DASS-21) was used to measure depression, anxiety, and stress; the Flexible Regulation of Emotional Expression (FREE) scale was used to measure the ability to enhance and suppress emotional expression; the Context Sensitivity Index (CSI) was used to measure the ability to accurately perceive contextual cues and determine cue absence. Demographic and work-related data were also collected. DASS-21 cut-off scores were used to verify the mental status among the respondents. Correlational analyses examined relationships between DASS-21, FREE, and CSI, followed by three regression analyses with depression, anxiety, and stress as dependent variables, controlling for age, gender, and work experience. Enhancement and suppression abilities, cue presence, and cue absence served as independent variables. The results showed a prevalence of moderate to extremely severe symptoms of 8% for depression, 9.8% for anxiety, and 8.9% for stress. Results of correlational analysis highlighted that enhance ability was inversely associated with depression and stress. Suppression ability was inversely associated with depression, anxiety, and stress. The ability to perceive contextual cues was inversely associated with depression and anxiety. The regression analysis showed that the ability to enhance emotional expression was statistically significant to explain depression among healthcare workers. In predicting anxiety, age, and the ability to accurately perceive contextual cues and determine cue absence made substantial contributions as predictors. In the last regression model, age, work experience, and the ability to suppress emotional expression were significant predictors of stress. This study’s findings can help understand the specific contributions of enhancement and suppression abilities and sensitivity to stressor context cues in predicting depression, anxiety, and stress among healthcare workers. Psychological interventions to prevent burnout should consider these relationships."
The Relationship between Job Demands and Employees’ Counterproductive Work Behaviors: The Mediating Effect of Psychological Detachment and Job Anxiety,"This study aims to explore the relation between job demands and counterproductive work behaviors (CWBs). A cross-sectional sample of 439 coal miners completed a self-report questionnaire that assessed their job demands, psychological detachment, job anxiety, and CWBs in a Chinese context. The conceptual model, based on the stressor-detachment model, was examined using structural equation modeling. The results suggest that psychological detachment mediates not only the relation between job demands and job anxiety but also that between job demands and CWBs. Furthermore, the relation between job demands and CWBs is sequentially mediated by psychological detachment and job anxiety. Our findings validate the effectiveness of the stressor-detachment model. Moreover, we demonstrate that the underlying mechanism of the relation between job demands and CWBs can be explained by psychological detachment and job anxiety."
Mental Contrasting of a Negative Future with a Positive Reality Regulates State Anxiety,"Mental contrasting of a desired future with impeding reality is a self-regulatory strategy fostering goal pursuit. However, there is little research on mental contrasting of a negative future with a positive reality. We conducted two experiments, each with four experimental conditions, investigating the effects of mental contrasting a negative future with a positive reality on state anxiety: participants who mentally contrasted a negative future regarding a bacterial epidemic (Study 1, N = 199) or an idiosyncratic negative event (Study 2, N = 206) showed less state anxiety than participants who imagined the negative future only or who reverse contrasted; participants who mentally elaborated on the positive reality also showed less state anxiety. Our findings suggest that mental contrasting of a negative future helps people reduce disproportional anxiety regarding a negative future."
Trait Anxiety and Economic Risk Avoidance Are Not Necessarily Associated: Evidence from the Framing Effect,"According to previous literature, trait anxiety is related to the tendency to choose safety options during risk decision-making, that is, risk avoidance. In our opinion, anxious people’s risk preference might actually reflect their hypersensitivity to emotional information. To examine this hypothesis, a decision-making task that could elicit the framing effect was employed. The framing effect indicates that risk preference could be modulated by emotional messages contained in the description (i.e., frame) of options. The behavioral results have showed the classic framing effect. In addition, individual level of trait anxiety was positively correlated with the framing effect size. However, trait anxiety was not correlated with risk-avoidance ratio in any condition. Finally, the relationship between anxiety and the framing effect remained significant after the level of depression was also taken into account. The theoretical significance and the major limitations of this study are discussed."
Prevention of depression and anxiety symptoms in adolescents: 42 and 54 months follow-up of the Aussie Optimism Program-Positive Thinking Skills,"Anxiety and depression are the most commonly reported mental health problems amongst Australian children and adolescents. The Aussie Optimism: Program-Positive Thinking Skills (AOP-PTS) is a universal intervention program based on cognitive and behavioral strategies and aimed to prevent anxiety and depression in the middle primary school children aged 9–10 years old. 370 students randomly assigned to the intervention and control condition participated in the 42 and 54 months follow-up study. The intervention group received the AOP-PTS 10-week program and the control group received the regular health education curriculum. Students were assessed on anxiety, depression and attribution style at school whilst parents reported on their child’s externalizing and internalizing problems at home. Results showed there were no significant reductions across groups in the depressive and anxiety symptoms, and attribution style at either 42 or 54 months follow-up. These findings suggest that AOP-PTS has short and medium term effects but were not sustained in longer term period. Future strategies to achieve the desirable outcomes in a longitudinal study are discussed."
"Relationships Between Anxiety, Perceived Vulnerability to Disease, and Smartphone Use During Coronavirus Disease 2019 Pandemic in a Sample of Italian College Students","Introduction: As of March 2020, coronavirus disease 2019 (COVID-19) has been declared a “pandemic” by the WHO. This has led to the need for governments around the world to implement restrictive containment and isolation measures to stem the spread of the virus; these measures have included social distancing, isolation, and quarantine. The fear of contagion has been indicated as one of the causes of stress, anxiety, depression, and insomnia in the general population. With respect to the response of young people to the pandemic, the category of University students deserves further attention. The sudden change in “University” habits (i.e., poor interaction with teachers and colleagues, disturbing learning environment, and difficulty in adapting to online learning), the consequent loss of a social network, and the economic problems in their families have seriously affected the psychophysical well-being of University students. The aim of this study was to explore, in a sample of Italian University students, the relationships among anxiety, perceived vulnerability to disease, and smartphone use during the COVID-19 pandemic."
Screening Social Anxiety in Adolescents Through the Eyes of Their Carers,"Despite the availability of efficacious treatment and screening protocols, social anxiety disorder (SAD) in adolescents is considerably under-detected and undertreated. Our main study objective was to examine a brief, valid, and reliable social anxiety measure already tested to serve as self-report child measure but administered via Internet aimed at listening to the ability of his or her parent to identify social anxiety symptomatology in his or her child. This parent version could be used as a complementary measure to avoid his or her overestimation of children of social anxiety symptomatology using traditional self-reported measures. We examined the psychometric properties of brief and valid social anxiety measure in their parent format and administered via the Internet. The sample included 179 parents/legal guardians of adolescents (67% girls) with a clinical diagnosis of SAD (mean age: 14.27; SD = 1.33). Findings revealed good factor structure, internal consistency, and construct validity. Data support a single, strength-based factor on the SPAIB-P, being structure largely invariant across age and gender. The limited number of adolescents with a performance-only specifier prevented examining the utility of scale to screen for this recently established specifier. It is crucial to evaluate if these results generalize to different cultures and community samples. The findings suggest that the SPAIB-P evidences performance comparable with child-reported measure. Parents can be reliable reports of the social anxiety symptomatology of the adolescent. The SPAIB-P may be useful for identifying clinically disturbed socially anxious adolescents."
"The Association of Muscle Dysmorphia, Social Physique Anxiety, and Body Checking Behavior in Male College Students With Weight Exercise","Objectives: To investigate the association between muscle dysmorphia (MD), social physique anxiety, and body-checking behavior in male college students with weight exercise, and to reveal the association between them."
"Depression, Anxiety, and Suicidal Ideation in Chinese University Students During the COVID-19 Pandemic","Coronavirus disease-2019 (COVID-19) pandemic has seriously threatened the global public health security and caused a series of mental health problem. Current research focuses mainly on mental health status and related factors in the COVID-19 pandemic among Chinese university students. Data from 11133 participants was obtained through an online survey. The Patient Health Question-9 (PHQ-9) was used to assess depressive symptoms, the Social Support Rate Scale (SSRS) was used to assess social support. We also used 7-item Generalized Anxiety Disorder Scale (GAD-7) to assess anxiety symptoms. Totally, 37.0% of the subjects were experiencing depressive symptoms, 24.9% anxiety symptoms, 20.9% comorbid depressive and anxiety symptoms, and 7.3% suicidal ideation. Multivariable logistic regression analysis revealed an increased presence of mental health problems in female students, graduate students, and those with personal COVID-19 exposure. Awareness of COVID-19, living with family were protective factors that reduced anxiety and depression symptoms. In addition, male, personal COVID-19 exposure, depressive and anxiety symptoms were risk factors for suicidal ideation. Social support, COVID-19 preventive and control measures, prediction of COVID-19 trends, living with family and graduate students are protective factors for reducing suicidal ideation."
Revising the Intolerance of Uncertainty Model of Generalized Anxiety Disorder: Evidence from UK and Italian Undergraduate Samples,"The Intolerance of Uncertainty Model (IUM) of Generalized Anxiety Disorder (GAD) attributes a key role to Intolerance of Uncertainty (IU), and additional roles to Positive Beliefs about Worry (PBW), Negative Problem Orientation (NPO), and Cognitive Avoidance (CA), in the development and maintenance of worry, the core feature of GAD. Despite the role of the IUM components in worry and GAD has been considerably demonstrated, to date no studies have explicitly assessed whether and how PBW, NPO, and CA might turn IU into worry and somatic anxiety. The current studies sought to re-examine the IUM by assessing the relationships between the model’s components on two different non-clinical samples made up of UK and Italian undergraduate students. One-hundred and seventy UK undergraduates and 488 Italian undergraduates completed measures assessing IU, worry, somatic anxiety, depression, and refined measures of PBW, NPO, and CA. In each sample, two mediation models were conducted in order to test whether PBW, NPO, and CA differentially mediate the path from IU to worry and the path from IU to somatic anxiety. Secondly, it was tested whether IU also moderates the mediations. Main findings showed that, in the UK sample, only NPO mediated the path from IU to worry; as far as concern the path to anxiety, none of the putative mediators was significant. Differently, in the Italian sample PBW and NPO were mediators in the path from IU to worry, whereas only CA played a mediational role in the path from IU to somatic anxiety. Lastly, IU was observed to moderate only the association between NPO and worry, and only in the Italian sample. Some important cross-cultural, conceptual, and methodological issues raised from main results are discussed."
Psychosocial Interventions for Depressive and Anxiety Symptoms in Individuals with Chronic Kidney Disease: Systematic Review and Meta-Analysis,"Purpose: Depressive and anxiety symptoms are common amongst individuals with chronic kidney disease and are known to affect quality of life adversely. Psychosocial interventions have been shown to decrease depressive and anxiety symptoms in various chronic diseases, but few studies have examined their efficacy in people with chronic kidney disease and no meta-analysis has been published. Thus, the aim of the present systematic review and meta-analysis was to evaluate the effects of psychosocial interventions on depressive and anxiety symptoms as well as quality of life in individuals diagnosed with chronic kidney disease and/or their carers."
Lifestyle Variables Do Not Predict Subjective Memory Performance Over and Above Depression and Anxiety,"The diagnostic value of subjective cognitive complaints for cognitive functioning in a clinical setting remains unresolved today. However, consensus exists on the relation between subjective cognitive complaints (SCC) and mood variables such as anxiety and depression. Hence, SCC have also been discussed as potential proxies of psychopathology rather than representing cognitive functioning. In order to shed more light on yet still unexplained variance in subjective cognitive complaints, the relation between lifestyle variables (such as nutrition habits, exercise, alcohol consumption, smoking, quality of sleep, and Body Mass Index) and subjective complaints of selective attention as well as subjective memory performance were assessed, additionally to the influence of objective memory performance, measures of anxiety, and depression. A sample of 877 (554 women) healthy, middle-aged individuals (51 years on average, age range 35–65) was assessed in the present study. In a logistic regression framework results revealed that the effect of lifestyle variables on subjective complaints of selective attention as well as subjective memory performance was rendered non-significant. Instead, subjective complaints of selective attention and subjective memory performance were significantly determined by measures of both, anxiety and depression. One unit increase in anxiety or depression led to an increase of 6 or 15% in subjective memory performance complaints, respectively. For subjective complaints of selective attention, a one unit increase in anxiety or depression led to an increase of 11 or 26%, respectively. The strong relation between SCC and measures of depression and anxiety corroborates the notion of SCC being indicative of mental health and general well-being."
Does Self-Efficacy and Emotional Control Protect Hospital Staff From COVID-19 Anxiety and PTSD Symptoms? Psychological Functioning of Hospital Staff After the Announcement of COVID-19 Coronavirus Pandemic,"Objectives: The aim of this study was to assess coronavirus disease 2019 (COVID-19) anxiety and posttraumatic stress disorder (PTSD) symptoms in the hospital staff, as well as to identify protective factors of COVID-19 anxiety once the coronavirus pandemic was announced in Poland."
State Anxiety Impairs Proactive but Enhances Reactive Control,"Cognitive control is a construct that prioritizes how we process stimuli and information to flexibly and efficiently adapt to internal goals and external environmental changes. The Dual Mechanism of Control (DMC) theory delineates two distinct cognitive control operations: proactive control and reactive control (Braver, 2012). Anxiety has been posited to differentially affect proactive and reactive control, due to its influence on working memory and attention allocation (Eysenck et al., 2007; Fales et al., 2008). However, no study has yet directly compared the influence of anxiety on proactive and reactive control in the same individuals. In this study, we examined how state anxiety affected proactive control, using the AX-continuous performance task (AX-CPT), and reactive control, using the classic Stroop task. Based on theory and previous investigations, we expected that state anxiety would enhance reactive control but impair proactive control. Consistent with our predictions, we found that state anxiety, induced with a threat of shock manipulation, inhibited proactive control on the AX-CPT test, but increased reactive control in the Stroop task. Anxiety may impair proactive control in contexts requiring goal maintenance by occupying limited working memory capacity, whereas it may enhance reactive control via facilitated attention allocation to threat and engaging the conflict monitoring system to quickly modify behavior."
"The association between mood and anxiety disorders, and coronary heart disease in Brazil: a cross-sectional analysis on the Brazilian longitudinal study of adult health (ELSA-Brasil)","Background: Associations between major depressive disorder (MDD) and coronary heart disease (CHD) have been established, and these associations increase risk of future morbidity and mortality. Prior research has been carried out in high-income countries. Here we examine associations between the mood and anxiety disorders, and CHD in a large cohort at baseline from Brazil, a country facing a variety of challenges that may affect these associations."
"
","
"
"Parental Social Comparison Related to Tutoring Anxiety, and Guided Approaches to Assisting Their Children's Home Online Learning During the COVID-19 Lockdown","The COVID-19 pandemic has caused great disruption in education systems around the world. Schools have in some cases ended or limited on-site teaching, and have shifted toward home online teaching. This situation is likely to cause increased uncertainty and anxiety for parents who on one hand may question the quality of home online learning yet, on the other, may not feel sufficiently confident or competent to guide their children's home online learning. Resulting anxiety is expected to be most evident in competitive educational contexts, such as those found throughout much of East Asia. Therefore, using China as the setting, and social comparison theory as the framework, this study examined how variation in parent social comparison relates to parent tutoring anxiety and, in turn, to the types of guided strategies parents use to promote their children's home online learning. The results indicated a positive relationship between parental upward social comparison and parental tutoring anxiety, but a negative relationship between parent downward social comparison and parental anxiety. Parental tutoring anxiety is positively related to the confirmation and structure types, but negatively related to the discovery type of guided approaches. The implication of this study is that parents who resist tendencies of competitive upward social comparison are likely to adopt more effective approaches to guiding their children's home online learning."
Current Status and Associated Factors of Depression and Anxiety Among the Chinese Residents During the Period of Low Transmission of COVID-19,"Background: The outbreak of coronavirus disease 2019 (COVID-19) has contributed to depression and anxiety among the general population in China. The purpose of this study is to investigate the prevalence and associated factors of these psychological problems among Chinese adults during the period of low transmission, which could reflect the long-term depression and anxiety of the COVID-19 outbreak."
"
","
"
"
","
"
Coparenting Alleviated the Effect of Psychological Distress on Parental Psychological Flexibility,"Parenting is full of challenges and responsibilities. It is particularly important for parents to be open to parental difficult experiences and adopt behaviors consistent with self-chosen values, which termed as parental psychological flexibility (PPF). However, few studies have focused on the effect of psychological distress (anxiety and depression) on different components of PPF. This study examined the effect of psychological distress on the three components of PPF (cognitive defusion, committed action, and acceptance) as well as the role of coparenting quality in Chinese parents. A total of 462 parents of children aged 1–18 years completed self-report measures of anxiety, depression, coparenting, and PPF. Our results revealed that higher level of PPF went along with less anxiety and depression, while it was also associated with better coparenting quality. Coparenting partially mediated the effect of anxiety on cognitive defusion and acceptance and fully mediated the effect of depression on cognitive defusion and acceptance. Moderation analyses showed that the link between anxiety and cognitive defusion, as well as the link between anxiety and acceptance were moderated by coparenting. We discussed the implications of coparenting as a protective factor in alleviating the negative effect of psychological distress on PPF."
Combined Vision and Hearing Difficulties Results in Higher Levels of Depression and Chronic Anxiety: Data From a Large Sample of Spanish Adults,"Objective: Individually, vision and hearing impairments have been linked to higher levels of anxiety and depression. We investigated the effect of dual sensory impairment (difficulty seeing and hearing) in a large representative sample of Spanish adults."
Discrepancies Between Explicit Feelings of Power and Implicit Power Motives Are Related to Anxiety in Women With Anorexia Nervosa,"Background: Several studies identified low subjective feelings of power in women with anorexia nervosa (AN). However, little is known about implicit power motives and the discrepancy between explicit feelings of power and implicit power motives in AN."
"
","
"
Benevolent Creativity Buffers Anxiety Aroused by Mortality Salience: Terror Management in COVID-19 Pandemic,"With the outbreak of the COVID-19 crisis, the public keeps getting epidemic-related information on the media. News reports on the increasing number of fatalities have exposed individuals to death, which causes negative emotional experiences such as tension, anxiety, and fear. This study aimed to investigate whether creativity could serve as an anxiety-buffer when mortality is salient. Based on previous findings, the present study utilized type of creative task and personal search for meaning as moderators. In Study 1, a 2 (mortality salience: absent, present) × 2 (type of creative task: benevolent, malevolent) between-subject design was utilized, and 168 subjects were randomly assigned to four experimental conditions. In Study 2, 221 subjects were recruited. The experimental procedure was similar to Study 1, except that the priming paradigm of mortality was changed and search for meaning was included as an additional moderating variable. State anxiety was measured as the dependent variable in both studies. Results of Study 1 showed that, while the benevolent creative task could buffer anxiety in the mortality salience condition, the malevolent creative task did not have the same effect. Furthermore, there was a significant interaction between mortality salience, type of creative task, and search for meaning in life on anxiety. In Study 2, the buffering function of benevolent creativity was more intense for participants with a higher level of search for meaning. Together, these findings reveal the influence of different types of creative tasks on individual anxiety levels under death priming conditions and the moderating effect of search for meaning in this relationship. Further, they suggest the need to focus on the role of creativity in terror management."
"
","
"
"
","
"
“A Bed of Nails”: Professional Musicians’ Accounts of the Experience of Performance Anxiety From a Phenomenological Perspective,"Most investigations of musical performance anxiety have employed quantitative methodologies. Whereas such methodologies can provide useful insights into the measurable aspects of the experience in a larger group of participants, the complexity, subtlety and individuality of the emotional experience and the importance of the individual’s interpretation of it are often overlooked. This study employed a phenomenological approach to investigate the lived, subjective experience of performance anxiety, as described in professional musicians’ narratives. Semi-structured interviews with four professional musicians (two males, two females) specializing in Western classical and jazz music genres were conducted and analyzed using Interpretative Phenomenological Analysis (IPA). The analysis revealed the presence of four overarching themes: (1) Intensity of performance anxiety experience, (2) perceived effects, (3) development of coping strategies, and (4) achieving release from anxiety. Findings suggest that the lived experience of performance anxiety is multifaceted, characterized by a physical and a psychological dimension. Interpretative Phenomenological Analysis is a useful research tool that can facilitate our understanding of the subjective experience of performance anxiety (how it is felt and understood at an individual level) and can thus be useful in the development of tailor-made intervention programs for musicians."
Sex Differences in Psychological Status and Fatigue of Frontline Staff After the COVID-19 Outbreak in China: A Cross-Sectional Study,"Background: The coronavirus disease 2019 (COVID-19) is spreading globally, and it is significant to pay attention to the mental health of frontline staff in this pandemic. This study is aimed to explore the sex difference among the frontline staff in demographics, characteristics of mental state, and the potential relationship between them."
Psychosocial Factors and Chronic Illness as Predictors for Anxiety and Depression in Adolescence,"Adolescence is a challenging time when emotional difficulties often arise. Self-esteem, good relationships with peers, and emotional competences can buffer the effects of these difficulties. The difficulties can be even greater when coupled with the presence of a chronic physical illness (CD). Our goal is to analyze psychosocial factors and CD as predictors for anxiety and depression. It was compared the results of structural equation models (SEM) with models based on qualitative comparative analysis (QCA) to analyze the possible influence of these variables on levels of anxiety-depression in adolescents with and without CD. The sample consisted of 681 adolescents, between 12 and 16 years old (M = 13.94, SD = 1.32). 61.50% were girls and 13.40% (n = 222) presented a CD (mainly pneumo-allergic and endocrine). They were evaluated by the Hospital Anxiety and Depression Scale, the Self-esteem Questionnaire, the Emotional Competences Questionnaire and the Strengths and Difficulties Questionnaire. The results obtained by SEM show that low self-esteem, problems with peers and low emotional competencies predict anxiety in 41% of the variance and depression in 72%. The results obtained by QCA show that the different combinations of these variables explain between 24 and 61% of low levels of anxiety and depression and 47–55% of high levels. Our data show how the presence of a CD, low self-esteem, problems with peers and problems in emotional skills play a fundamental role in explaining levels of anxiety and depression. These aspects will help provide increased resources for emotional adjustment in the educational context, facilitating the transitions to be made by adolescents."
Attentional Bias and Training in Individuals With High Dental Anxiety,"Dental anxiety is common and associated with negative outcomes. According to information-processing models, anxiety is maintained by maladaptive patterns of processing threatening information. Furthermore, attention training interventions can reduce anxiety in one session. Fifty-three individuals with high levels of dental anxiety completed a Posner reaction-time task. Participants were randomized to attention training or control using a dot-probe task, and then attentional bias was remeasured using another Posner task. Participants then completed a script-driven imaginal exposure task. Results indicated that individuals high in dental anxiety exhibit threat-relevant attentional bias. There was mixed evidence about the efficacy of attention training. On the one hand, training did not eliminate attentional bias and training condition did not predict distress during the imagery task. On the other hand, cue dependency scores in the control group were higher for dental than neutral cues, but did not differ in the training group. In addition, cue dependency scores for both dental and neutral cues predicted subjective anxiety in anticipation of the imagery task. The mixed results of training are considered in terms of the possibility that it enhanced attentional control, rather than reducing bias."
The Impact of COVID-19 on Anxiety in Chinese University Students,"COVID-19 had become a pandemic raising concerns of widespread panic and increasing anxiety and stress in individuals all over the world (World Health Organization, 2020a). Lots of countries had closed their schools. As the first country to do so, Chinese colleges and universities were making use of different modes of learning, including online-learning based on different platforms to achieve the goal suggested by Ministry of Education in China, “suspending classes without suspending learning,” since middle February. This paper is the first one which aims to investigate the anxiety of Chinese university students after the outbreak of COVID-19 right before the start of new spring term. 3611 university students (female: male = 1.48:1) aged between 18 to 24 from all over China were enrolled to this study from a top university in China. The Self-Rating Anxiety Scale – SAS (Zung, 1971) was used to assess anxiety 2 days before the start of new spring term in middle February. All four-year undergraduate students were included in the study. The mean SAS score was 40.53 (SD = 10.15), significantly higher than the national norm (Mean = 29.78, SD = 10.07, and p ≤ .001), and there were still 557 (15.43%, Mean = 58.75, and SD = 8.9) students met the cutoff of 50 and were screened positive. Comparisons among sexes, grades and majors were also conducted. Significant differences were found between all males and all female (p ≤ .001), and between all students majoring arts and sciences in the anxiety sample (n = 557, p = 0.05). The results also showed that the mean SAS scores were not correlated with the regions they came from/lived in. This study concluded that the Chinese university students showed higher anxiety for COVID-19."
Virtual Reality for Anxiety Reduction Demonstrated by Quantitative EEG: A Pilot Study,"While previous research has established that virtual reality (VR) can be successfully used in the treatment of anxiety disorders, including phobias and PTSD, no research has examined changes in brain patterns associated with the use of VR for generalized anxiety management. In the current study, we compared a brief nature-based mindfulness VR experience to a resting control condition on anxious participants. Self-reported anxiety symptoms and resting-state EEG were recorded across intervals containing quiet rest or the VR intervention. EEG activity was analyzed as a function of global power shifts in Alpha and Beta activity, and with sLORETA current source density estimates of cingulate cortex regions of interest. Results demonstrated that both a quiet rest control condition and the VR meditation significantly reduced subjective reports of anxiety and increased Alpha power. However, the VR intervention uniquely resulted in shifting proportional power from higher Beta frequencies into lower Beta frequencies, and significantly reduced broadband Beta activity in the anterior cingulate cortex. These effects are consistent with a physiological reduction of anxiety. This pilot study provides preliminary evidence supporting the therapeutic potential of VR for anxiety management and stress reduction programs."
"To be or not to be threatening, but what was the question? Biased face evaluation in social anxiety and depression depends on how you frame the query","Scientific evidence is equivocal on whether Social Anxiety Disorder (SAD) is characterized by a biased negative evaluation of facial expressions, even though it is assumed that such a bias plays a crucial role in the maintenance of the disorder. The way of framing the evaluation question may play an important role in the inconsistencies of earlier results. To investigate this issue, an unselected sample of 95 participants (11 males) with varying degrees of social anxiety and depressive symptoms rated facial crowds with different ratios of neutral-disgust, neutral-sad, neutral-happy, and neutral-surprised expressions in terms of friendliness, approval, difficulty to make contact, and threat. It appeared that the impact of social anxiety on ratings was highly dependent on the type of question that was asked, but not on the type of emotion that was shown: a high degree of social anxiety was related to a more positive evaluation of crowds when friendliness was assessed. When asking about the difficulty to make contact, social anxiety was related to more difficulty. When the threat evoked by a crowd had to be evaluated, higher degrees of social anxiety were tendentiously correlated with higher threat ratings. Degree of depression, on the other hand, was negatively correlated only to approval ratings. In addition, with an increasing degree of depression, the negative impact that any additional emotional face had on approval ratings increased as well. The theoretical and methodological implications of the results are discussed."
"
","
"
Maternal Psychological Control and Rural Left-Behind Children's Anxiety: The Moderating Role of Externalizing Problem Behavior and Teacher Support,"Based on the risk and protective factor framework and context-dependent theory, the present study investigated the association between maternal psychological control and anxiety among left-behind children in rural China as well as the moderating roles of externalizing problem behavior and teacher support in this association. A total of 149 children with two migrant parents, 306 children with only a migrant father, and 287 accompanied children aged 11–16 years (M = 13.85 years, SD = 0.50) in the rural areas of Shandong Province, Eastern China, participated in the study. Children reported their perceived levels of maternal psychological control, teacher support, externalizing problem behavior, and anxiety. The results provided evidence that a higher level of psychological control was associated with more anxiety symptoms in all three groups of children, and this association was stronger in children with two migrant parents than in accompanied children. Hierarchical regression analysis supported our hypotheses that the moderating effects of externalizing problem behavior and teacher support varied as a function of parents' migrant status, with externalizing problem behavior exacerbating the impact of psychological control on anxiety in accompanied children, and teacher support buffering the impact of psychological control on anxiety in children with a migrant father. These findings broaden our understanding of the factors and processes that contribute to anxiety problems in left-behind children in rural China."
A Brief Online and Offline (Paper-and-Pencil) Screening Tool for Generalized Anxiety Disorder: The Final Phase in the Development and Validation of the Mental Health Screening Tool for Anxiety Disorders (MHS: A),"Generalized anxiety disorder (GAD) can cause significant socioeconomic burden and daily life dysfunction; hence, therapeutic intervention through early detection is important. This study was the final stage of a 3-year anxiety screening tool development project that evaluated the psychometric properties and diagnostic screening utility of the Mental Health Screening Tool for Anxiety Disorders (MHS: A), which measures GAD. A total of 527 Koreans completed online and offline (i.e., paper-and pencil) versions of the MHS: A, Beck Anxiety Inventory (BAI), Generalized Anxiety Disorder-7 (GAD-7), and Penn State Worry Questionnaire (PSWQ). The participants had an average age of 38.6 years and included 340 (64.5%) females. Participants were also administered the Mini-International Neuropsychiatric Interview (MINI). Internal consistency, convergent/criterion validity, item characteristics, and test information were assessed based on the item response theory (IRT), and a factor analysis and cut-off score analyses were conducted. The MHS: A had good internal consistency and good convergent validity with other anxiety scales. The two versions (online/offline) of the MHS: A were nearly identical (r = 0.908). It had a one-factor structure and showed better diagnostic accuracy (online/offline: sensitivity = 0.98/0.90, specificity = 0.80/0.83) for GAD detection than the GAD-7 and BAI. The IRT analysis indicated that the MHS: A was most informative as a screening tool for GAD. The MHS: A can serve as a clinically useful screening tool for GAD in Korea. Furthermore, it can be administered both online and offline and can be flexibly used as a brief mental health screener, especially with the current rise in telehealth."
"Job Insecurity, Work-Related Flow, and Financial Anxiety in the Midst of COVID-19 Pandemic and Economic Downturn","During the COVID-19 pandemic, every domain of industry has experienced a severe economic downturn with concomitant stress throughout the economy. Employees working in government and private sectors are experiencing different psychological problems. The current study was conducted to investigate the role of work-related flow in the relationship of job insecurity with financial anxiety in the employees working in private and government sectors of Saudi Arabia. The sample comprised 1,195 employees, 886 females, and 309 males. The participants' ages ranged from 25 to 60 years. The Financial Anxiety Scale, Work-Related Flow Inventory, and Qualitative Job Insecurity Measures were found valid and reliable. Structural equation modeling was applied to test the associations. As hypothesized, the results indicated that job insecurity was positively related to financial anxiety, work-related flow was negatively associated with financial anxiety, and work-related flow mediated the relationship between job insecurity and financial anxiety. All these associations were significant regardless of gender, age, marital status, sector of employment, income, self-rated health, and COVID-19 infection status. Further research is needed to understand the impact of job insecurity on financial anxiety in-depth through the paths of work-related flow, especially in the midst of COVID-19."
Problematic Social Media Usage and Anxiety Among University Students During the COVID-19 Pandemic: The Mediating Role of Psychological Capital and the Moderating Role of Academic Burnout,"The outbreak of COVID-19 has greatly affected university students’ studies and life. This study aimed to examine the possible mediating role of psychological capital and the moderating role of academic burnout in the relationship between problematic social media usage and anxiety among university students during COVID-19. A total of 3,123 undergraduates from universities in Shanghai participated in an online survey from March to April 2020. The results showed that problematic social media usage among university students predicted their levels of anxiety. Mediation analysis indicated that psychological capital mediated the relationship between problematic social media usage and anxiety. Furthermore, for university students whose academic performance had been affected by the COVID-19 pandemic, the effects of both problematic social media usage and the psychological capital on anxiety were moderated by academic burnout. For university students whose academic performance was not affected by the COVID-19 pandemic, academic burnout moderated the effects of psychological capital but not the effects of problematic social media usage on anxiety. The results highlighted the underlying mechanisms in the relationship between problematic social media usage and anxiety. These findings provide practical insights into the development and implementation of psychological interventions when facing a pandemic."
Psychological Aspects Associated With Fertility Preservation in Oncology: An Exploratory Study,"Objective: Gonadotoxicity is considered one of the most distressing side effects of cancer treatment. Although fertility preservation can be a valid solution, it also involves a challenging process. A clear understanding of the features of women who decide to pursue fertility preservation after cancer diagnosis is missing. The purpose of the present study was therefore to analyze the personality profile of female patients referred to oncofertility prior to gonadotoxic treatment."
