title,abstract
Guilt by Association: White Collective Guilt in American Politics,"Research shows that the presence of more female politicians can reduce gender gaps in political knowledge. Despite these findings, no study examines whether the role model effect applies to autocracies. This is an important oversight given the role political knowledge plays in increasing the use of nonelectoral forms of accountability. To test whether female political role models increase knowledge in autocracies, this study uses unique survey data from Vietnam occurring before and after a leadership change. In the transition, all the top leaders changed from male to different male leaders except for the legislative speaker, which transitioned from male to female. Results show that her selection led to a greater increase in name recognition for her position among women compared to men and that women were more likely to pay attention to legislative proceedings after her selection. These findings suggest that the role model effect travels to autocracies, although to a lesser degree."
"The World Economy, Political Control, and Presidential Success","In a recent Journal of Politics article, Daniela Campello and Cesar Zucco argue that Latin American voters credit and blame presidents for economic outcomes unambiguously exogenous to their policy choices, a claim that undermines broadly held understandings of how voters hold politicians accountable. While we concur on the importance of the global economy to politics in the region, we challenge their study on two grounds. First, we question their designation of economies as fitting a low-savings commodity-exporting profile as the key factor shaping the influence of world markets on presidential success. Second, we contend that the impact of the world economy on domestic politics depends instead on the degree of control exercised by national policy makers. In particular, the region’s unprecedented experiment with economic policy regimes informs voters’ assignment of responsibility to policy makers. A series of analyses provides support for our argument."
Debates: Voting and Expenditure Responses to Political Communication,"Candidate debates have a rich history and remain integral to contemporary campaign strategy. There is, however, little evidence that they affect the behavior of voters or politicians. The scarcity of political information in the developing world offers an attractive testing ground. Using experimental variation in Sierra Leone, we find that public debate screenings build political knowledge that changes the way people vote, which induces a campaign expenditure response by candidates and fosters accountability pressure over the spending of elected officials. Results show how political communication can trigger a chain of events that begins with voters and ultimately influences policy."
What’s Missing? A Typology of Political Absence,"Most political scientists studying representation adopt some version of Hanna Pitkin’s definition of representation as “making present what is absent.” Their emphasis is on the “making present”—that is, on how representatives gain access, voice, and decision-making authority. Although presence is an essential component of representation, understanding and properly evaluating representation requires attending not only to how representation makes groups present but also to how it makes groups absent. In particular, it is important to differentiate the various kinds of absences that constitute representation. To that end, this paper offers a typology of political absence. It identifies three relevant divisions within absence (and presence) and distinguishes strategic absences from involuntary ones. Such theoretical distinctions are central to any general theory of representation that can adequately account for how representatives make and further claims by choosing to be absent from representative processes, and explicate the democratic costs and benefits of such absences."
Licentia: Cicero on the Suicide of Political Communities,"This paper studies the term and concept of licentia in the Latin Republican corpus, focusing on Cicero’s political theory. Its first part is a philological analysis of the term. It concludes that in the first century BCE licentia had three core meanings: permission, permission to do wrong, and permissiveness. The second part is a study of the concept licentia in Cicero’s rhetoric and political theory. It shows Cicero’s awareness of the effect of permissions unduly given and permissiveness on the force of social standards at Rome."
Empowering Women? Gender Quotas and Women’s Political Careers,"Women’s representation in executive office continues to lag behind that of their female peers in legislatures, and several studies find women face an executive glass ceiling. One way to shatter this executive glass ceiling is through the adoption of legislative gender quotas. However, scholars know little about how legislative quotas affect women’s access to executive office. Previous research has been unable to determine whether once elected through quotas, women advance to executive office at similar rates to men. Using data on the future career paths of nearly 2,000 Mexican legislators, I find women face a glass ceiling in winning nomination to executive office. Using career data before and after quota implementation, and exploiting lax enforcement in the district component of the mixed electoral system, I find quotas have done little to increase the advancement of women into executive office, although they have increased opportunities for women in other legislative positions."
Invisible to Political Science: Indigenous Politics in a World in Flux,"This paper examines the content of the ÇİNEKÖY and KARATEPE Inscriptions, the selection of scripts on the monuments, and the choices of iconography on the two statues of the Storm God. These monuments represent a regionally and temporally specific practice of representation that ambiguously blends elements of divine and royal imagery into a new form, while taking a similar approach to the semiotics of rulership as the Neo-Assyrian kings. The combined elements of the monuments suggest a unique cultural strategy in which the agency of the ruler is blended with that of the Storm God, exemplifying the specific worldview of Iron Age Cilicia that informed their composition. The rulers who created these monuments sought to assert their political identity through the combination of the figural representations, the visuality of the scripts, and the content of the inscriptions; the two monuments illustrate a drastic change in the political agenda of the kingdom of Hiyawa, reflecting a shift in power among opposing political factions. These identities also contain a sense of intentional ambiguity, as the various elements do not immediately support the same message, but rather work together to propagate a multifaceted message of military prowess, commercial interconnectedness, and royal legitimacy and kingship."
Ambiguity of Divine and Royal Portraiture and the Hiyawan Image of Kingship: Political Identity through the Monuments of ÇİNEKÖY and KARATEPE,"The article investigates the impact of political competition on the level of accuracy in law enforcement. The model looks at the potential distortions implied by political competition relative to the Beckerian benchmark, where a benevolent social planner decides on the resources allocated to accuracy. I show that an elected law enforcer may promote a lower level of accuracy (for crimes inducing moderate harm) or a higher level of accuracy (for crimes inducing extensive harm) than the socially optimal level. Potential extensions are discussed in the last section."
A Conversation with Efrén Pérez about Political Psychology and the Study of Race and Ethnic Politics,"What influences gender representation in assigned readings during graduate training? Whereas recent studies have identified gender gaps in citations and publications, less is known about the readings used to train future political scientists. Introducing a unique data set of 88,673 citations from 905 PhD syllabi and reading lists, we find that only 19% of assigned readings have female first authors. Scholarship by female scholars is underrepresented in all subfields, relative to several benchmarks. Both supply- and demand-side factors affect gender representation. First, representation of female-authored readings varies by the size of the pool of female scholars, over time and across subfields. Second, instructor gender and department composition affect demand for female-authored scholarship. As departments hire more female faculty, instructors of both genders become more likely to assign female-authored work. This article contributes an original data set to the study of graduate training and advances understanding of gender diversity in political science."
Accuracy in Public Law Enforcement under Political Competition,"In Fulton v. City of Philadelphia (2021), Justices Alito, Thomas, and Gorsuch called for the reversal of Employment Division v. Smith (1990), the Supreme Court’s leading Free Exercise Clause precedent. For years, Smith has been targeted by originalists who contend that, among other things, Smith is incompatible with a Madisonian understanding of religious freedom. This article challenges that conclusion. It attempts to do so not by employing the typical tools of originalist legal scholarship, but rather by setting forth Madison’s political science of religious liberty. The article argues the logic of Federalist 10 is incompatible with exemptions from generally applicable laws and, therefore, that a Madisonian construction of the Free Exercise Clause would not support a constitutional right to religious exemptions. Insofar as Federalist 10 articulates the Constitution’s underlying structural design, Free Exercise Clause exemptions undermine one of the principal mechanisms that Madison believed would protect liberty, including religious liberty."
The Gender Readings Gap in Political Science Graduate Training,"The revival of scholarly interest in political rhetoric is salutary, but has unnecessarily focused on defending only the kind of rhetoric whose end is to persuade listeners to change their judgments. In this article, I explore an additional style of rhetoric that has another aim: that of motivating or inspiriting listeners to support with vigorous action a judgment already made. Such rhetoric is not simply a species of persuasive rhetoric, and therefore must be justified on its own terms. I argue that motivational rhetoric is fundamentally linked to a particular psychological phenomenon: akrasia, or weakness of will. Through an examination of classical theorists of rhetoric, as well as contemporary debates and empirical research, I attempt to distinguish motivational rhetoric from its persuasive counterpart and make a preliminary defense for it as a legitimate mode of political speech."
James Madison’s Political Science of Religious Liberty,"This paper offers a reading of C. Memmius’ characterization in Catullus 10 and 28 in light of coinage, RRC 427/1, issued by his nephew and hailing him as C. MEMMIVS IMPERATOR for unknown victories in Bithynia. Catullus transforms this imperatorial acclamation in Poem 10 into an obscene pun that renders Memmius an irrumator rather than an imperator and mocks the promagistrate’s triumphal aspirations. This reading places Catullus’ poem more firmly in its political context and sheds light on both Memmius’ political career and his other famous appearance in Roman literature, as dedicatee of Lucretius’ De rerum natura."
Beyond Persuasion: Rhetoric as a Tool of Political Motivation,"Do class divisions and fear of redistribution impede political transitions? This article argues that tensions over economic redistribution in European settler colonies caused resisted enfranchisement and liberation wars in colonial Africa. It offers three main contributions. First, it identifies key scope conditions for redistributive transition models: in African settler colonies, the European elite monopolized the best agricultural land and could only secure their economic advantages by repressing majority rule—also incentivizing liberation wars. Second, it exploits a novel research design to assess redistributive theories. Statistical evidence from Africa during the decolonization era demonstrates that larger European settler population shares covary with smaller franchises and with more frequent colonial liberation wars. To account for the endogeneity of European settlement, the article introduces an instrument that measures climatic and other land suitability factors that affected where Europeans could settle. Third, it explains divergent decolonization paths."
Irrumator/Imperator: A Political Joke in Catullus 10?,"There are good reasons to think that fiscal austerity can have important costs, and among these is political instability. We suggest that these political costs may be harder to identify than one might assume. Using a broad sample of countries from 1870 to 2011, we ask whether expenditure cuts are associated with increased leader turnover through either regular or irregular means. Ordinary least squares estimates suggest that there is no effect, but this may be due to a bias whereby leaders adopt austerity only when they think they can survive it. As an alternative empirical strategy, we also report instrumental variables estimates in which expenditure cuts are instrumented by exogenous trade and financial shocks, and we continue to observe a null result. Finally, we consider which interpretations of voter behavior might be consistent with our results."
Redistributive Political Transitions: Minority Rule and Liberation Wars in Colonial Africa,"This essay revisits Othello’s jealousy to detail the politico-theological significance of this dramatic affect. In the Hebrew Bible, jealousy maintains a covenant between God and a holy nation. When Pauline teaching defines marriage as an index of Christ’s love, this redefinition promises to replace exclusivity with a supposedly universal truth. Yet jealousy persists to reveal a clash between individual realities and corporate truths. Jealousy performs this by underscoring the fictive nature of the identification of a husband with Christ. Before The Winter’s Tale relates the problems of jealousy to a hereditary monarchy, Othello locates them within a republic. The Venetian state sidesteps the effects of tragedy because its perpetuation exists at a remove from marriage. Yet for this reason, it cannot assist Othello in occupying the fictions of Christian marriage. Othello shows us how politico-theological meaning can be communicated artistically, and in a way that thwarts any interpretation that locates real meaning in a forward-looking trajectory of state power. This essay concludes by arguing that Othello helps us to pinpoint the deficiencies in Carl Schmitt’s reading of Hamlet—and, more generally, in the way Schmitt conscribes the power of Shakespearean tragedy for his tendentious view of political history. [E.S.]"
How Large Are the Political Costs of Fiscal Austerity?,"Local politicians can play an important role in promoting citizenship, but their helpfulness varies considerably across local councils. Do politicians discriminate against immigrants seeking to naturalize in ways that public opinion and national citizenship debates would suggest? In two correspondence studies fielded in Germany, we find no evidence that features that are salient in national debates and public opinion predict responsiveness. Specifically, signals of national identification and attachment play no role. Instead, we document a reversed national penalty: politicians are 50% more likely to assist a large low-status group (Turks) than a small high status-group (Canadians). When probing mechanisms via elite interviews, we find that the desire to promote integration and electoral participation can counteract biases that typically generate discrimination. Among politicians, factors associated with group size can therefore help reverse penalties against low-status groups. Research on citizenship and discrimination must consider these disconnects between public perceptions, national debates, and local politics."
Othello and the Political Theology of Jealousy,"Definitions of violence are contested, ranging from minimalistic conceptions privileging physical attacks to more comprehensive approaches recognizing a broad array of physical, sexual, psychological, and economic violations. Investigating the phenomenon of violence against women in politics, I theorize semiotic violence as a fifth form of violence against women, one that mobilizes sexist words and images to injure, discipline, and subjugate women. While perpetrated against individual women, these acts amplify gender inequalities by suggesting to the general public that women as a group are unworthy. Drawing on research in multiple disciplines, as well as a global database of news items collected between 2014 and 2019, I identify two modes of semiotic violence: rendering women invisible and rendering women incompetent. The first seeks to erase women as political actors and deny their right to speak and be heard in political debates. The second rejects women’s qualifications to serve in political roles based on gendered tropes related to temperament, knowledge, sexual objectification, and femininity. Semiotic violence is not only part of a broader continuum of violence, I suggest, but also the most widespread, concealed, and trivialized form of violence against women. Recognizing semiotic violence is thus important for both feminist research and activism, creating new vocabularies to speak about women’s experiences—and, in turn, challenging the structural inequalities that normalize these harms."
National Penalties Reversed: The Local Politics of Citizenship and Politician Responsiveness to Immigrants,"Understanding the drivers of party issue emphasis and the specific role of public opinion is important to shed light on the mechanisms of contemporary party competition and to assess the quality of representation in liberal democracies. Previous research has produced conflicting results between issue ownership and issue dialogue perspectives and has ignored the role of time in party communication strategy. We present a theory focused on the economy in which proximity to election day increases the incumbent’s cost of not responding to opponent attacks and subsequently decreases the incumbent’s attention to public opinion. We validate the main empirical implications of the model via content analysis of party discourse in Spanish parliamentary speeches (1996–2011) and time series analyses. Our results have pessimistic implications for an ideal conception of bottom-up representation. As electoral accountability pressures increase over the electoral cycle, endogenous party competition overshadows public opinion as a driver of representatives’ agenda."
Semiotic Violence against Women: Theorizing Harms against Female Politicians,"On 24 July 2012, the Sansha People’s Government was established on an anthropogenic island in the South China Sea, more than 350 kilometers from the southernmost point of Hainan Province. Sansha is the PRC’s smallest city, occupying roughly ten square kilometers on Woody Island and housing a population of just over a thousand; at the same time, it is also the PRC’s largest city, symbolically laying claim to thousands of kilometers of space in the South China Sea. Alongside the ambitious logistical and military projects to build Sansha into part of China, highlighting an official shift from temporal to territorial nationalism, a corresponding state aesthetic project has consolidated in citizens’ minds a distant island that most will never see. The resulting cultural products portray a new addition of territory as an eternal part of China, while a remote island is constructed as an integral yet also mystical part of the nation-state. Examining artistic portrayals of the island across mediums including film, poetry, and painting, this article critically analyzes newly emerging trends in state and popular nationalism in China today."
Economic Responsiveness and the Political Conditioning of the Electoral Cycle,"Whether in their standoff with the Bureau of Land Management or their takeover of the Malheur National Wildlife Refuge, Cliven, Ammon, and Ryan Bundy frequently pledge fidelity to and express reverence for the Constitution. This article examines the Bundys’ constitutional philosophy as an example of “radical constitutional libertarianism”—an ideology that simultaneously seeks the displacement of the basic procedural norms of the political order and speaks in the name of the most traditional substantive values of that order. More specifically, I attempt to excavate the Bundys’ views on each of three core ideational pillars (sovereignty, property, liberty) and to sketch how they interact to produce a composite vision in sharp contrast to established understandings of American constitutionalism. In so doing, I illustrate how the Bundys translate the Constitution for—and apply the Constitution to the daily lives of—ordinary citizens to shape the boundary conditions of contemporary American political culture."
Seeing Sansha: The Political Aesthetics of a South China Sea Settlement,"Once known for its fashion, beauty, and celebrity coverage, Teen Vogue has recently reinvented itself into an intersectional feminist digital platform advancing progressive social justice issues. Drawing on Sara Ahmed’s writing on “feminist snap,” this article explores Teen Vogue as a pertinent example of public feminism that diverges from the popular, neoliberal feminisms that have been the focus of much feminist media studies research. I mobilize “radical impatience” and “refusal” as analytical concepts that distinguish Teen Vogue’s feminist politics while considering how they operate through both mediated representation and material activist culture. Ultimately, I contend that Teen Vogue’s intersectional feminist politics pose a challenge to neoliberal feminisms while reimagining youthful femininity as a subjectivity with political agency that threatens patriarchal authority in politics. In doing so, this article builds on existing scholarship on popular feminism while demonstrating the need to employ a wider analytic lens to understand the diverse constellation of public feminisms within contemporary media cultures."
Saints and Politics (Heo's The Political Lives of Saints: Christian-Muslim Mediation in Egypt),"Ralph Waldo Emerson sometimes proclaims radical individualism and a deep antagonism to associational living. Other times—especially in the context of abolitionism and reformism—he urges solidarity and membership in associations. We can understand Emerson as a consistent political theorist through his treatment of moral authority, which he suggests must be located beyond associational life. In Emerson’s writings, moral authority takes two forms: a positive embrace of a moral superstructure (variously called the “Over-Soul,” “God,” “Genius,” and more), and a negative or critical resistance against the corrupting features of associational life. This article sheds light on the extent to which these seemingly disparate features of Emerson’s political theory overlap and sometimes operate in tandem. By illuminating the external quality of moral authority, this article enables a fuller appreciation of Emerson’s democratic political theory."
Paradoxology and Politics: How Isocrates Sells His School and His Political Agenda in the Busiris,"Until recently, the study of representation at the subnational level was hobbled by the lack of high-quality information about public opinion. The advent of new data sources, however, as well as of new methods such as multilevel regression and poststratification, has greatly enhanced scholars’ capacity to describe public opinion in states, legislative districts, cities, and other subnational units. These advances in measurement have in turn revolutionized the study of subnational representation. In this article, we summarize new approaches to the measurement of subnational opinion. We then review recent developments in the study of the role of subnational public opinion in the political process and discuss potentially fruitful avenues for future research."
Political Radicalism and Pocket Constitutionalism: The Bundys and Beyond,"In Hamlet the crisis of political authority that famously rots Denmark is registered as an aesthetic crisis—a crisis of perception, feeling, and experience. This essay recovers this broken regime of feeling under the tradition of “majesty,” which in the period described the conventional set of affective and sensible experiences one was supposed to have in the presence of a sovereign prince. Whereas other contemporary plays such as Richard II often dispelled majesty as theatrical illusion, this essay argues that Hamlet takes majesty seriously but redescribes its enchantments to fit a new, post-Reformation decorum of sensibility characterized by dissensus. Here feelings of majesty most indicate sovereignty’s divine authority when, paradoxically, they fail, unable (precisely as exceptional feelings of exceptional authority) to command common agreement. This essay thus counters readings that overemphasize the epistemic nature of Hamlet’s crisis and resituates its aesthetic modernism at the intersection of phenomenology and political theology. [E.G.]"
A Politics of Snap: Teen Vogue’s Public Feminism,"Very few issues in librarianship have risen to the level of notoriety and controversy as the Beall’s List affair (as I call it). It has generated national publicity, controversy, recriminations, and a retirement. After so much has been written, it would seem little more could be said. One overlooked aspect of the affair is an examination of its political sociology: What are the groups/groupings that were prominent? What were their arguments supporting, opposing, modifying, influencing, envisioning, or deciding on the issues raised in the Beall’s List affair? And what were the relative power relationships among them? This article seeks to map those relationships and the arguments deployed to better situate library and information science within a broader environment and identify the forces at work within and on the field."
Keeping the “Perfect Sweetness … of Solitude”: Toward a Consistent Emersonian Political Theory,"Democracy is possible because of an increase in the complexity of society, but that same complexity seems to threaten democracy. There is a clear imbalance between people’s actual competence and the expectation that citizens in a democratic society will be politically competent. It is not only that society has become more complex but that democratization itself increases the degree of social complexity. This unintelligibility can be overcome through the acquisition of some political competence—such as improving individual knowledge, diverse strategies for simplification or recourse to the experts—that partially reduce this imbalance. My hypothesis is that despite the attraction of de-democratizing procedures, the best solutions are those that are most democratic: strengthening the cooperation and the institutional organization of collective intelligence. The purpose of this article is not to solve all the problems I touch on, but rather to examine how they are related and to provide a general framework for the problem of de-democratization through misunderstanding."
"Patrick Müller, ed., Shaping Enlightenment Politics: The Social and Political Impact of the First and Third Earls of Shaftesbury","Alexander Hamilton once asserted that a “systematic or able statesman” needs a “theory.” This article examines Alexander Hamilton’s use of political ideas concerning one issue: the origin of an obligation to obey a government. It begins by exploring the theoretical foundations of two revolutionary-era pamphlets, which are, contrary to a leading interpretation, classically liberal. It then turns to a series of four Federalist essays, the theoretical basis of which has not been carefully examined. There Hamilton adopts a very different account, drawing directly from Hume, the most thorough critic of social contract theory. Against the conclusions that Hamilton had either abandoned Locke entirely or selected theories to fit the circumstances, this article argues that Hamilton developed a coherent amalgamation, one appropriate for a statesman, with Locke as a source of ends and Hume as a guide to the means."
Public Opinion in Subnational Politics,"This article examines political criticism and oppositional discourses on China’s Internet from 2012, near the end of Hu Jintao’s era, up through the current Xi Jinping administration. We focus on two main types of Internet activity in which criticism and discourses emerge—online mass incidents and defiant enclaves—and compare their discursive elements. The core messages and critiques by leading activists and dissidents and their followers in the latter have become more multilayered, radical, and antiregime. Both types of political dissent are alive and persist, but the potential for them to connect various social grievances has declined in recent years, as state control over the Internet and digital spaces has significantly tightened."
The Experience of Authority: Hamlet and the Political Aesthetics of Majesty,This article shows that the emergence of new nonscholarly literature about the Jewish Brigade Group produced contrasting interpretations in Italy of the roles played by the Jews and the Arabs of Palestine during World War II. This led to a political quarrel that eventually resulted in a disconcerting split within the Italian antifascist front. The article aims to contribute to a resolution of this crisis by reaffirming the role of professional historians vis-à-vis the public and political uses of history that characterize the dispute. It does so through the primary tool of the historian: archival documents.
A Political Sociology of the Beall’s List Affair,"Scholars traditionally classify the uses of imprisonment in Athens as custodial, coercive, and punitive: detention of litigants prior to prosecution and convicts awaiting punishment, debtors interned until payment of fines, and convicts sentenced to bondage as a penalty, respectively. Ancient authors, by contrast, portray imprisonment as political, part of the agonistic dimensions of Athenian democracy. This study identifies all known inmates in the Athenian prison and argues that the historical and literary record substantiates the ancient view; in periods of heighted factional tension, the adversarial nature of democratic politics subsumed even such auxiliary administrative operations as custodial and coercive incarceration."
No Democracy Without Comprehension: Political Unintelligibility as A Democratic Problem,"While congressional committee members sometimes hold hearings to collect and transmit specialized information to the floor, they also use hearings as venues to send political messages by framing an issue or a party to the public which I refer to as “grandstanding.” However, we lack clear understanding of when they strategically engage in grandstanding. I argue that when committee members have limited legislative power they resort to making grandstanding speeches in hearings to please their target audience. Using 12,820 House committee hearing transcripts from the 105th to 114th Congresses and employing a crowd-sourced supervised learning method, I measure a “grandstanding score” for each statement that committee members make. Findings suggest that grandstanding efforts are made more commonly among minority members under a unified government, by nonchair members of powerful committees, and in committees with jurisdiction over policies where the president wields primary power, such as foreign affairs and national security."
Alexander Hamilton and the Origin of Political Obligation,"This article revisits the political thought of the Georgia Populist Thomas E. Watson (1856–1922), with a focus on themes such as Caesarism, agrarian equality, and republican decline. After a failed vice presidential run in 1896, Watson published a volley of books on topics such as Jefferson, the French Revolution, Roman history, and Napoleon. These works combined a predilection for Caesarist leaders from Bonaparte to Cromwell with an intense anti-monarchism. Although historians have focused on Watson’s journey from biracial organizer to racist firebrand, his later literary oeuvre has rarely been treated as offering a mature political theory. Through a close reading of Watson’s output after 1896, this article uncovers linkages between Watson’s agrarian republicanism and his Caesarist proclivities, embedded in a wider political landscape. This reading clarifies Populism’s republican debts and its tensions with debates on populism today, but also deepens our understanding of republican defenses of Caesarism in the nineteenth century."
From Online Mass Incidents to Defiant Enclaves: Political Dissent on China’s Internet,"Through a case study of a peace education intervention in postwar Sierra Leone, this article seeks to contribute to the ongoing critique of dominant peace education approaches that seek attitudinal and behavioral change in conflict-affected societies. Specifically, the article interrogates “Emerging Issues,” a curriculum intervention developed in 2007–8 by UNICEF for teachers in Sierra Leone. It applies the analytical framework of Cultural Political Economy, an interdisciplinary theoretical current that extends traditional concerns of political economy with power and institutions to show their interaction with cultural processes of meaning making. The insights suggest that this approach to peace education might not be as benign as projected. Instead, we assert that it promotes a form of pacification derived from a decontextualized curriculum that treats victims as guilty and in need of attitudinal and behavioral change, while avoiding engagement with the structural and geopolitical drivers that underpin many contemporary conflicts."
The Jewish Brigade Group and Italy: A Political and Historiographical Quarrel,"An introduction to an interview with Michel Foucault in 1979, which contextualizes his general stance on the Iranian uprising, as well as his conception of philosophical journalism and political spirituality, his rejection of the teleology of history, and his willingness to let historically silenced subjects speak for themselves."
"Political Prisoners in Democratic Athens, 490–318 BCE Part I: The Athenian Inmate Population","What explains racial inequalities in law enforcement and criminal justice policy? I argue that political representation plays a key role. Most explanations of representation focus on partisanship or use a left-right scale to measure the effectiveness of representation. However, liberal cities like Berkeley, San Francisco, Minneapolis, and Seattle have racial disparities in policing that dwarf those found in Ferguson, the nation’s exemplar of unequal policing. Divisions by party and divisions by race interact to produce serious problems of representation on issues related to crime, policing, and violence. Black and white Democrats do not hold similar views; for both historical and electoral reasons, white Democrats have typically determined the party’s policy stances. As a result, black Americans face substantial barriers to obtaining representation on criminal justice issues (and beyond) through a partisan political system. Researchers should analyze parties as coalitions rather than homogeneous groups."
When Do Politicians Grandstand? Measuring Message Politics in Committee Hearings,"Social groups often differ in vote choice, but differences vary significantly between elections. Recent work argues that political parties shape group differences by the policies they propose. I posit that differences also depend on how parties use group-based appeals. This proposition is tested with a unique data set on group-based appeals, policy-based appeals, and voter preferences in Britain from 1964 to 2015. Focusing on social class as one prominent group membership, I show how class differences in vote choice respond to policy-based as well as group-based class appeals: the gap between voters from opposing classes widens or narrows depending on how much the Labour Party emphasizes “old” symbolic ties to workers and “new” ties to businesses. These effects are robust and compare to the policy effects highlighted in previous work. Overall, this implies a revised view on how political parties influence the social divisions of electoral politics."
Caesarism and Republicanism in the Political Thought of Thomas E. Watson,"When do quotas for women’s political representation promote economic gender equality? Legislative reforms equalizing economic rights are common globally, with mixed results. I consider the impact of quotas on women’s rights in a crucial domain: property. I leverage exogenously set electoral quotas—reservations—for women as heads of local government in India. Reservations enable clean identification of the impact of representation on enforcing gender-equalizing land inheritance reforms. I find that political representation enables women to secure property rights and ensures that they are upheld. However, backlash occurs when reservations guaranteeing female representation make enforcement of reform credible. Women can reduce this backlash by using female representation to trade traditional monetary dowry for property inheritance and familial responsibilities. This, in turn, reduces the “cost” of reform to men. These findings confirm the power of political representation to not only claim economic rights but broaden their acceptance by changing perceptions of parity."
Rethinking Peace Education: A Cultural Political Economy Approach,"In the name of cleaning up Kampala’s political institutions and public space, a new municipal body, the Kampala Capital City Authority (KCCA), was established in 2010, replacing an elected city council with a presidentially appointed executive director. To legitimize its highly contested and explicitly antipolitical authority, the KCCA made garbage collection and beautification its top priority, promising to deliver routine urban repair and mundane maintenance work in exchange for suspending the norms of electoral democracy in Uganda’s capital city. This article argues that the exceptional space of the repair site is paradigmatic of municipal power over the city as a whole. Based on an ethnography of municipal waste management infrastructure and an analysis of the KCCA’s visual account of itself, it elaborates the concept of maintenance space to theorize how the entanglement of sovereign and governmental power produces the city as a particular kind of territory. Because the work of maintenance and repair is continuous and ongoing, maintenance space endures. Far from a short-lived inconvenience, its exception becomes the foundational norm of technocratic authority. Not limited to Kampala, the enduring exception of maintenance space, I conclude, identifies a widespread mode of urban spatial production and depoliticization."
American Imperial Development,"Although sociologists and psychologists have repeatedly demonstrated that colorism shapes how Black Americans evaluate members of their racial group, the literature on colorism in electoral politics remains curiously and ironically bereft of studies of Black Americans. We fill this lacuna in our article by asking how and in what ways might the skin tone and gender of Black candidates shape Blacks’ vote intention along with perceptions of representativeness? Using an original survey experiment with 1,260 Black Americans (of which we analyze 839) that varies the gender and skin tone of political candidates, we find that darker-skinned candidates are evaluated more favorably than lighter-skinned candidates. Our results advance the research on colorism in electoral politics and have sweeping implications for the vast body of literature on descriptive representation."
The State Constitutions’ Influence on American Political Development,"Few have written so astutely about the difficulty of being both socialist and American as did Irving Howe. Seeking a “conciliation” between socialism’s solidaristic values and America’s culture of self-reliant individualism, Howe warned that the American democratic Left could not survive unless it made its peace with America’s “Emersonian” mood. Yet he found Emersonianism too “airy” and appreciated the “thicker” teachings of Hawthorne and Melville and of European writers steeped in biblical stories. Although his efforts to reach a conciliation with individualism were problematic, Howe at times suggested a better way to reconcile socialism with American political culture: a solidaristic ethic beyond liberal individualism, drawing on the marginal but persistent fraternal themes in American political culture."
Introduction to Michel Foucault’s “Political Spirituality as the Will for Alterity”,"This article reads a set of South African women’s political memoirs as both propaganda pieces and fantasy texts. Inspired by Joan W. Scott’s recent explorations of feminist fantasy, the article draws attention to a set of scenes that recur across diverse political memoirs: scenes of interracial physical and domestic intimacy and scenes of collective national voyaging. Reading these depictions as fantasies, this article argues, lets us understand these women memoirists as propagandists for a national liberation cause. In their texts, these women espouse a particular and gendered nationalism that insists on public and private intimacy as a key component of a (fantasized) free South Africa, even as they acknowledge the unease inherent in seeking out these intimacies. This reading disrupts scholarly accounts that have tended to marginalize women as contributors to nationalist discourses, and it enables a deeper analysis of the tensions of race and interracial intimacy that beset the antiapartheid movement."
"Race, Party, and Representation in Criminal Justice Politics","Contemporary political science has fetishized a product of its own invention: the elite theory of democracy. American political science’s understanding of “democratic elitism” is founded on a fundamental misreading of the Italian School of Elitism and Joseph Schumpeter’s political thought. This essay historicizes the early phases of the interpretive tradition known as democratic elitism, represented by the following authors: (1) Gaetano Mosca, Vilfredo Pareto, Robert Michels, (2) Joseph Schumpeter, and (3) Robert Dahl. I not only track how the Italian School’s concern over the threat of plutocracy was suppressed, and their aspirations for political transparency discounted by American political science, but also trace the shift, over time, in the literary dispositions that undergird what we now call “elite” or “minimal” theories of democracy. I argue that in contrast to the Italian theorists’ and Schumpeter’s pessimism, Dahl infused optimism into his understanding of representative government with pernicious consequences for democratic theory."
The Social Divisions of Politics: How Parties’ Group-Based Appeals Influence Social Group Differences in Vote Choice,"In the “long 1970s,” measuring well-being or quality of life was high on the agenda of international organizations, governmental agencies, and social science research centers. The article examines how their endeavors to monitor and quantify people’s quality of life spawned a new world of ideas, concepts, numbers, graphs, and facts that transformed the meaning of welfare and the postwar foundations of social and economic policy. By focusing on the Organization for Economic Cooperation and Development’s quality of life program of the 1970s, the article brings into view a variety of epistemic actors, including social scientists, governmental officials, and the bureaucrats of international organizations, and analyzes how their interactions shaped the production and circulation of new, policy-relevant knowledge in this nascent field. The article argues that the quality of life endeavors of the 1970s mark an epistemic and political shift away from the postwar concepts of material well-being and toward psychological notions of well-being; and, too, that this opened up new horizons for political intervention and paved the way to the “happiness boom” in the early twenty-first century."
